,mean,median
n517,0.017062100497159092,0.0
n518,0.011363636363636364,0.0
n519,0.011363636363636364,0.0
n520,0.011363636363636364,0.0
n521,0.011363636363636364,0.0
n522,0.0,0.0
n524,0.0,0.0
n526,0.0,0.0
n527,0.0,0.0
n528,0.018557461825284092,0.0
n529,0.011363636363636364,0.0
n530,0.015611128373579546,0.0
n532,0.018582430752840908,0.0
n533,0.011363636363636364,0.0
n534,0.018421519886363636,0.0
n535,0.018657337535511364,0.0
n536,0.011363636363636364,0.0
n537,0.011363636363636364,0.0
n538,0.017062100497159092,0.0
n539,0.017062100497159092,0.0
n540,0.011363636363636364,0.0
n542,0.0009210759943181819,0.0
n544,0.014271129261363636,0.0
n545,0.014576305042613636,0.0
n546,0.014928644353693182,0.0
n547,0.014448686079545454,0.0
n548,0.01308926669034091,0.0
n549,0.011363636363636364,0.0
n550,0.011363636363636364,0.0
n551,0.001589688387784091,0.0
n552,0.001156893643465909,0.0
n553,0.011363636363636364,0.0
n554,0.011363636363636364,0.0
n555,0.011363636363636364,0.0
n556,0.011363636363636364,0.0
n557,0.011363636363636364,0.0
n560,0.011363636363636364,0.0
n561,0.011363636363636364,0.0
n562,0.011363636363636364,0.0
n563,0.011363636363636364,0.0
n564,0.011363636363636364,0.0
n565,0.011363636363636364,0.0
n566,0.011363636363636364,0.0
n567,0.011363636363636364,0.0
n568,0.011363636363636364,0.0
n569,0.011363636363636364,0.0
n572,0.00045498934659090907,0.0
n573,0.003931218927556818,0.0
n574,0.011457963423295454,0.0
n575,0.00040505149147727275,0.0
n576,0.00038008256392045456,0.0
n577,0.0034096457741477275,0.0
n578,0.00037453391335227275,0.0
n579,0.0004216974431818182,0.0
n580,0.000396728515625,0.0
n581,0.00037453391335227275,0.0
n583,0.011310924183238636,0.0
n592,0.011363636363636364,0.0
n594,0.011363636363636364,0.0
n595,0.0,0.0
n596,0.0,0.0
n597,0.0,0.0
n598,0.0,0.0
n599,0.0,0.0
n600,0.0,0.0
n602,0.0,0.0
n603,0.0,0.0
n604,0.0,0.0
n605,0.0,0.0
n606,0.0,0.0
n607,0.0,0.0
n609,0.0,0.0
n610,0.0,0.0
n611,0.0,0.0
n612,0.0,0.0
n614,0.0,0.0
n616,0.0,0.0
n617,0.0,0.0
n619,0.0,0.0
n620,0.0,0.0
n621,0.0,0.0
n622,0.0,0.0
n623,0.0,0.0
n624,0.0,0.0
n625,0.0,0.0
n627,0.0,0.0
n629,0.0,0.0
n630,0.0,0.0
n631,0.0,0.0
n632,0.0,0.0
n633,0.0,0.0
n634,0.0,0.0
n643,0.0,0.0
n644,0.0,0.0
n645,0.0,0.0
n646,0.0,0.0
n647,0.0,0.0
n648,0.0,0.0
n649,0.0,0.0
n650,0.0,0.0
n651,0.0,0.0
n661,0.0,0.0
n662,0.0,0.0
n665,0.0,0.0
n667,0.0,0.0
n668,0.0,0.0
n674,0.0,0.0
n675,0.0,0.0
n685,0.0,0.0
n687,0.0,0.0
n711,0.0,0.0
n712,0.0,0.0
n713,0.0,0.0
n715,0.0,0.0
n717,0.0,0.0
n718,0.0,0.0
n719,0.0,0.0
n720,0.0,0.0
n721,0.0,0.0
n725,0.0,0.0
n744,0.0,0.0
n793,0.0009210759943181819,0.0
n794,0.011363636363636364,0.0
n795,0.003545587713068182,0.0
n796,0.006170099431818182,0.0
n797,0.0036426890980113635,0.0
n798,0.006505792791193182,0.0
n799,0.011546741832386364,0.0
n800,0.0,0.0
n801,0.0,0.0
n802,0.0,0.0
n803,0.0,0.0
n804,0.0,0.0
n805,0.0,0.0
n806,0.0,0.0
n807,0.0,0.0
n808,0.0,0.0
n809,0.0,0.0
n810,0.0,0.0
n811,0.0,0.0
n812,0.0,0.0
n813,0.0,0.0
n814,0.0,0.0
n815,0.0,0.0
n816,0.0,0.0
n817,0.0,0.0
n818,0.0,0.0
n819,0.0,0.0
n820,0.0,0.0
n821,0.0,0.0
n822,0.0,0.0
n823,0.0,0.0
n824,0.0,0.0
n825,0.0,0.0
n826,0.0,0.0
n827,0.0,0.0
n828,0.0,0.0
n829,0.0,0.0
n830,0.0,0.0
n831,0.0,0.0
n832,0.0,0.0
n833,0.0,0.0
n834,0.0,0.0
n835,0.0,0.0
n836,0.0,0.0
n837,0.0,0.0
n838,0.0,0.0
n839,0.0,0.0
n840,0.0,0.0
n841,0.0,0.0
n842,0.013879949396306818,0.0
n843,0.0,0.0
n844,0.0,0.0
n845,0.0,0.0
n846,0.0,0.0
n847,0.0,0.0
n848,0.0,0.0
n849,0.0,0.0
n850,0.0,0.0
n851,0.0,0.0
n852,0.0,0.0
n853,0.0,0.0
n854,0.0,0.0
n855,0.0,0.0
n856,0.0,0.0
n857,0.0,0.0
n858,0.0,0.0
n859,0.0,0.0
n860,0.0,0.0
n861,0.0,0.0
n862,0.0,0.0
n863,0.0,0.0
n864,0.0,0.0
n865,0.0,0.0
n866,0.0,0.0
n867,0.0,0.0
n868,0.0,0.0
n869,0.0,0.0
n870,0.0,0.0
n871,0.0,0.0
n872,0.0,0.0
n873,0.0,0.0
n874,0.0,0.0
n875,0.0,0.0
n876,0.0,0.0
n877,0.0,0.0
n878,0.0,0.0
n879,0.0,0.0
n880,0.0,0.0
n881,0.0,0.0
n882,0.0,0.0
n883,0.0,0.0
n884,0.0,0.0
n885,0.0,0.0
n886,0.0,0.0
n887,0.0,0.0
n888,0.0,0.0
n889,0.0,0.0
n890,0.0,0.0
n891,0.0,0.0
n892,0.0,0.0
n893,0.0,0.0
n894,0.0,0.0
n895,0.0,0.0
n896,0.0,0.0
n897,0.0,0.0
n898,0.0,0.0
n899,0.0,0.0
n900,0.0,0.0
n901,0.0,0.0
n902,0.0,0.0
n903,0.0,0.0
n904,0.0,0.0
n905,0.0,0.0
n906,0.0,0.0
n907,0.0,0.0
n908,0.0,0.0
n909,0.0,0.0
n910,0.0,0.0
n911,0.0,0.0
n912,0.0,0.0
n913,0.0,0.0
n914,0.0,0.0
n915,0.0,0.0
n916,0.0,0.0
n917,0.0,0.0
n918,0.0,0.0
n919,0.0,0.0
n920,0.0,0.0
n921,0.0,0.0
n922,0.0,0.0
n923,0.0,0.0
n924,0.0,0.0
n925,0.0,0.0
n926,0.0,0.0
n927,0.0,0.0
n928,0.0,0.0
n929,0.0,0.0
n930,0.0,0.0
n931,0.0,0.0
n932,0.0,0.0
n933,0.0,0.0
n934,0.0,0.0
n935,0.0,0.0
n936,0.0,0.0
n937,0.0,0.0
n938,0.0,0.0
n939,0.0,0.0
n940,0.0,0.0
n941,0.0,0.0
n942,0.0,0.0
n943,0.0,0.0
n944,0.0,0.0
n945,0.0,0.0
n946,0.0,0.0
n947,0.0,0.0
n948,0.0,0.0
n949,0.0,0.0
n950,0.0,0.0
n951,0.0,0.0
n952,0.0,0.0
n953,0.0,0.0
n954,0.0,0.0
n955,0.0,0.0
n956,0.0,0.0
n957,0.0,0.0
n958,0.0,0.0
n959,0.0,0.0
n960,0.0,0.0
n961,0.0,0.0
n962,0.0,0.0
n963,0.0,0.0
n964,0.0,0.0
n965,0.0,0.0
n966,0.0,0.0
n967,0.0,0.0
n968,0.011363636363636364,0.0
n969,0.0,0.0
n970,0.0,0.0
n971,0.0,0.0
n972,0.0,0.0
n973,0.0,0.0
n974,0.011363636363636364,0.0
n975,0.011363636363636364,0.0
n976,0.0,0.0
n977,0.0,0.0
n978,0.0,0.0
n979,0.0,0.0
n980,0.0,0.0
n981,0.011363636363636364,0.0
n982,0.011363636363636364,0.0
n983,0.0,0.0
n984,0.0,0.0
n985,0.0,0.0
n986,0.0,0.0
n987,0.0,0.0
n988,0.0,0.0
n989,0.011363636363636364,0.0
n990,0.011363636363636364,0.0
n991,0.0,0.0
n992,0.0,0.0
n993,0.0,0.0
n994,0.0,0.0
n995,0.011363636363636364,0.0
n996,0.011363636363636364,0.0
n997,0.0,0.0
n998,0.0,0.0
n999,0.0,0.0
n1000,0.0,0.0
n1001,0.011363636363636364,0.0
n1002,0.011363636363636364,0.0
n1003,0.0,0.0
n1004,0.0,0.0
n1005,0.0,0.0
n1006,0.0,0.0
n1007,0.011363636363636364,0.0
n1008,0.011363636363636364,0.0
n1009,0.0,0.0
n1010,0.0,0.0
n1011,0.0,0.0
n1012,0.011363636363636364,0.0
n1013,0.011363636363636364,0.0
n1014,0.0,0.0
n1015,0.0,0.0
n1016,0.0,0.0
n1017,0.0,0.0
n1018,0.0,0.0
n1019,0.0,0.0
n1020,0.0,0.0
n1021,0.0,0.0
n1022,0.0,0.0
n1023,0.0,0.0
n1024,0.0,0.0
n1025,0.0,0.0
n1026,0.0,0.0
n1027,0.0,0.0
n1028,0.0,0.0
n1029,0.0,0.0
n1030,0.0,0.0
n1031,0.0,0.0
n1032,0.0,0.0
n1033,0.0,0.0
n1034,0.0,0.0
n1035,0.0,0.0
n1036,0.0,0.0
n1037,0.0,0.0
n1038,0.0,0.0
n1039,0.0,0.0
n1040,0.016956676136363636,0.0
n1041,0.0,0.0
n1042,0.011363636363636364,0.0
n1043,0.0,0.0
n1044,0.0,0.0
n1045,0.0,0.0
n1046,0.011363636363636364,0.0
n1047,0.0,0.0
n1048,0.0,0.0
n1049,0.011363636363636364,0.0
n1050,0.0,0.0
n1051,0.0,0.0
n1052,0.0,0.0
n1053,0.0,0.0
n1054,0.011363636363636364,0.0
n1055,0.0,0.0
n1056,0.0,0.0
n1057,0.0,0.0
n1058,0.011363636363636364,0.0
n1059,0.011363636363636364,0.0
n1060,0.0,0.0
n1061,0.0,0.0
n1062,0.0,0.0
n1063,0.0,0.0
n1064,0.0,0.0
n1065,0.0,0.0
n1066,0.0,0.0
n1067,0.0,0.0
n1068,0.0,0.0
n1069,0.0,0.0
n1070,0.0,0.0
n1071,0.0,0.0
n1072,0.0,0.0
n1073,0.0,0.0
n1074,0.0,0.0
n1075,0.0,0.0
n1076,0.0,0.0
n1077,0.0,0.0
n1078,0.0,0.0
n1079,0.0,0.0
n1080,0.0,0.0
n1081,0.0,0.0
n1082,0.0,0.0
n1083,0.0,0.0
n1084,0.0,0.0
n1085,0.0,0.0
n1086,0.0,0.0
n1087,0.0,0.0
n1088,0.0,0.0
n1089,0.0,0.0
n1090,0.0,0.0
n1091,0.0,0.0
n1092,0.0,0.0
n1093,0.0,0.0
n1094,0.0,0.0
n1095,0.0,0.0
n1096,0.0,0.0
n1097,0.0,0.0
n1098,0.0,0.0
n1099,0.0,0.0
n1100,0.0,0.0
n1101,0.0,0.0
n1102,0.0,0.0
n1103,0.011363636363636364,0.0
n1104,0.0,0.0
n1105,0.0,0.0
n1106,0.0,0.0
n1107,0.011363636363636364,0.0
n1108,0.0,0.0
n1109,0.011363636363636364,0.0
n1110,0.0,0.0
n1111,0.0,0.0
n1112,0.011363636363636364,0.0
n1113,0.011363636363636364,0.0
n1114,0.0,0.0
n1115,0.0,0.0
n1116,0.011363636363636364,0.0
n1117,0.0,0.0
n1118,0.0,0.0
n1119,0.0,0.0
n1120,0.017017711292613636,0.0
n1122,0.0,0.0
n1123,0.0,0.0
n1124,0.0,0.0
n1125,0.0,0.0
n1126,0.0,0.0
n1127,0.0,0.0
n1128,0.0,0.0
n1129,0.0,0.0
n1130,0.0,0.0
n1131,0.0,0.0
n1132,0.01141634854403409,0.0
n1133,0.0,0.0
n1134,0.0,0.0
n1135,0.0,0.0
n1136,0.01141634854403409,0.0
n1137,0.011363636363636364,0.0
n1138,0.0,0.0
n1139,0.011363636363636364,0.0
n1140,0.0,0.0
n1141,0.0,0.0
n1142,0.017062100497159092,0.0
n1143,0.0,0.0
n1144,0.0,0.0
n1145,0.011363636363636364,0.0
n1146,0.0,0.0
n1147,0.0,0.0
n1148,0.0,0.0
n1149,0.0,0.0
n1150,0.0,0.0
n1151,0.0,0.0
n1152,0.0,0.0
n1153,0.0,0.0
n1154,0.01141634854403409,0.0
n1155,0.0,0.0
n1156,0.0,0.0
n1157,0.0,0.0
n1158,0.01141634854403409,0.0
n1159,0.011363636363636364,0.0
n1160,0.0,0.0
n1161,0.011449640447443182,0.0
n1162,0.0,0.0
n1163,0.0,0.0
n1164,0.0,0.0
n1165,0.011363636363636364,0.0
n1166,0.011363636363636364,0.0
n1167,0.017062100497159092,0.0
n1168,0.0,0.0
n1169,0.017062100497159092,0.0
n1170,0.0,0.0
n1171,0.011363636363636364,0.0
n1172,0.0,0.0
n1173,0.017062100497159092,0.0
n1174,0.0,0.0
n1175,0.011363636363636364,0.0
n1176,0.0,0.0
n1177,0.0,0.0
n1178,0.0,0.0
n1179,0.0,0.0
n1180,0.0,0.0
n1181,0.011030717329545454,0.0
n1182,0.0,0.0
n1183,0.011363636363636364,0.0
n1184,0.0,0.0
n1185,0.0,0.0
n1186,0.011363636363636364,0.0
n1187,0.0,0.0
n1188,0.0,0.0
n1189,0.0,0.0
n1190,0.0,0.0
n1191,0.0,0.0
n1192,0.0,0.0
n1193,0.0,0.0
n1195,0.01141634854403409,0.0
n1196,0.0,0.0
n1197,0.0,0.0
n1198,0.011363636363636364,0.0
n1199,0.0,0.0
n1200,0.0,0.0
n1201,0.0,0.0
n1202,0.0,0.0
n1203,0.0,0.0
n1204,0.0,0.0
n1205,0.0,0.0
n1206,0.0,0.0
n1207,0.0,0.0
n1208,0.0,0.0
n1209,0.0,0.0
n1210,0.0,0.0
n1211,0.0,0.0
n1212,0.011363636363636364,0.0
n1213,0.0,0.0
n1214,0.0,0.0
n1215,0.0,0.0
n1216,0.011363636363636364,0.0
n1217,0.0,0.0
n1218,0.011363636363636364,0.0
n1219,0.0,0.0
n1220,0.0,0.0
n1221,0.0,0.0
n1222,0.001589688387784091,0.0
n1223,0.0,0.0
n1224,0.011363636363636364,0.0
n1225,0.011363636363636364,0.0
n1226,0.011363636363636364,0.0
n1227,0.011363636363636364,0.0
n1228,0.0,0.0
n1229,0.0,0.0
n1230,0.0,0.0
n1231,0.0,0.0
n1232,0.0,0.0
n1233,0.0,0.0
n1234,0.0,0.0
n1235,0.0,0.0
n1236,0.011363636363636364,0.0
n1237,0.0,0.0
n1238,0.0,0.0
n1239,0.011363636363636364,0.0
n1240,0.0,0.0
n1241,0.0,0.0
n1243,0.0,0.0
n1244,0.0,0.0
n1245,0.0,0.0
n1246,0.0,0.0
n1247,0.0,0.0
n1248,0.0,0.0
n1249,0.0,0.0
n1250,0.0,0.0
n1251,0.0,0.0
n1252,0.0,0.0
n1253,0.0,0.0
n1254,0.0,0.0
n1255,0.011363636363636364,0.0
n1256,0.0,0.0
n1257,0.0,0.0
n1258,0.0,0.0
n1259,0.0,0.0
n1260,0.0,0.0
n1261,0.0,0.0
n1262,0.0,0.0
n1263,0.0,0.0
n1264,0.0,0.0
n1265,0.0,0.0
n1266,0.0,0.0
n1267,0.0,0.0
n1268,0.0,0.0
n1269,0.0,0.0
n1270,0.0,0.0
n1271,0.0,0.0
n1272,0.0,0.0
n1273,0.0,0.0
n1274,0.0,0.0
n1275,0.0,0.0
n1276,0.0,0.0
n1277,0.0,0.0
n1278,0.0,0.0
n1279,0.0,0.0
n1280,0.0,0.0
n1281,0.0,0.0
n1282,0.0,0.0
n1283,0.0,0.0
n1284,0.0,0.0
n1285,0.0,0.0
n1286,0.0,0.0
n1287,0.0,0.0
n1288,0.011363636363636364,0.0
n1289,0.0,0.0
n1290,0.01352206143465909,0.0
n1291,0.0004327947443181818,0.0
n1292,0.0,0.0
n1293,0.0,0.0
n1294,0.0,0.0
n1295,0.0,0.0
n1296,0.0,0.0
n1297,0.0,0.0
n1298,0.0,0.0
n1299,0.0,0.0
n1300,0.0,0.0
n1301,0.0,0.0
n1302,0.0,0.0
n1303,0.0,0.0
n1304,0.0,0.0
n1305,0.0,0.0
n1306,0.0,0.0
n1307,0.0,0.0
n1308,0.0,0.0
n1309,0.0,0.0
n1310,0.0,0.0
n1311,0.0,0.0
n1312,0.0,0.0
n1313,0.0,0.0
n1314,0.0,0.0
n1315,0.0,0.0
n1316,0.0,0.0
n1317,0.0,0.0
n1318,0.0,0.0
n1319,0.0,0.0
n1320,0.0,0.0
n1321,0.0,0.0
n1322,0.0,0.0
n1323,0.0,0.0
n1324,0.0,0.0
n1325,0.0,0.0
n1326,0.0,0.0
n1328,0.0,0.0
n1329,0.0,0.0
n1330,0.0,0.0
n1331,0.0,0.0
n1332,0.000396728515625,0.0
n1333,0.0,0.0
n1334,0.011363636363636364,0.0
n1335,0.0,0.0
n1336,0.0,0.0
n1337,0.0,0.0
n1338,0.0,0.0
n1339,0.0,0.0
n1340,0.0,0.0
n1341,0.0,0.0
n1342,0.0,0.0
n1343,0.0,0.0
n1344,0.0,0.0
n1345,0.011363636363636364,0.0
n1346,0.0,0.0
n1347,0.0,0.0
n1348,0.0,0.0
n1349,0.0,0.0
n1350,0.0,0.0
n1351,0.0,0.0
n1352,0.011363636363636364,0.0
n1353,0.0,0.0
n1354,0.0,0.0
n1355,0.0,0.0
n1356,0.0,0.0
n1357,0.0,0.0
n1358,0.0,0.0
n1359,0.0,0.0
n1360,0.0,0.0
n1361,0.011363636363636364,0.0
n1362,0.011363636363636364,0.0
n1363,0.011363636363636364,0.0
n1364,0.0,0.0
n1365,0.0,0.0
n1366,0.0,0.0
n1367,0.0,0.0
n1368,0.0,0.0
n1369,0.0,0.0
n1370,0.0,0.0
n1371,0.0,0.0
n1372,0.0,0.0
n1373,0.0,0.0
n1374,0.0,0.0
n1375,0.0,0.0
n1376,0.0,0.0
n1377,0.0,0.0
n1378,0.0,0.0
n1379,0.0,0.0
n1380,0.0,0.0
n1381,0.0,0.0
n1382,0.016612659801136364,0.0
n1383,0.0,0.0
n1384,0.011363636363636364,0.0
n1385,0.0,0.0
n1386,0.0,0.0
n1387,0.0,0.0
n1388,0.0,0.0
n1389,0.0,0.0
n1390,0.0,0.0
n1391,0.01535311612215909,0.0
n1392,0.013139204545454546,0.0
n1393,0.000396728515625,0.0
n1394,0.0,0.0
n1395,0.006222811612215909,0.0
n1396,0.011452414772727272,0.0
n1397,0.0,0.0
n1398,0.0,0.0
n1399,0.0,0.0
n1402,0.0,0.0
n1403,0.012659246271306818,0.0
n1404,0.0,0.0
n1405,0.0,0.0
n1406,0.0,0.0
n1407,0.0,0.0
n1408,0.0,0.0
n1409,0.0,0.0
n1410,0.0,0.0
n1411,0.0,0.0
n1412,0.0,0.0
n1413,0.008586536754261364,0.0
n1414,0.018557461825284092,0.0
n1415,0.015480735085227272,0.0
n1416,0.011363636363636364,0.0
n1417,0.0,0.0
n1418,0.015677712180397728,0.0
n1419,0.0,0.0
n1420,0.0,0.0
n1421,0.0,0.0
n1422,0.0,0.0
n1423,0.0,0.0
n1424,0.0,0.0
n1425,0.0,0.0
n1426,0.0,0.0
n1427,0.0,0.0
n1428,0.0,0.0
n1429,0.0,0.0
n1430,0.0,0.0
n1431,0.0,0.0
n1432,0.0,0.0
n1433,0.0,0.0
n1434,0.0,0.0
n1436,0.0,0.0
n1437,0.0,0.0
n1438,0.0,0.0
n1439,0.0,0.0
n1440,0.017672452059659092,0.0
n1441,0.0,0.0
n1442,0.0,0.0
n1443,0.0,0.0
n1444,0.018657337535511364,0.0
n1445,0.018421519886363636,0.0
n1446,0.017775102095170456,0.0
n1447,0.018582430752840908,0.0
n1448,0.012526078657670454,0.0
n1449,0.0013621937144886363,0.0
n1450,0.011363636363636364,0.0
n1451,0.011363636363636364,0.0
n1452,0.0,0.0
n1453,0.0,0.0
n1454,0.00042724609375,0.0
n1455,0.015611128373579546,0.0
n1459,0.0009210759943181819,0.0
n1461,0.01537808504971591,0.0
n1462,0.0008322975852272727,0.0
n1463,0.0007823597301136364,0.0
n1464,0.018013694069602272,0.0
n1465,0.012750799005681818,0.0
n1466,0.012895063920454546,0.0
n1467,0.016859574751420456,0.0
n1468,0.01202392578125,0.0
n1469,0.0008655894886363636,0.0
n1470,0.0037425648082386365,0.0
n1471,0.0013649680397727273,0.0
n1472,0.000396728515625,0.0
n1473,0.003931218927556818,0.0
n1474,0.00037453391335227275,0.0
n1475,0.0005937056107954545,0.0
n1476,0.00041337446732954544,0.0
n1477,0.00079345703125,0.0
n1478,0.00037453391335227275,0.0
n1479,0.0034096457741477275,0.0
n1480,0.00044944069602272725,0.0
n1481,0.00033846768465909093,0.0
n1482,0.0003551136363636364,0.0
n1483,0.00040505149147727275,0.0
n1484,0.011310924183238636,0.0
n1485,0.00044944069602272725,0.0
n1486,0.0034096457741477275,0.0
n1487,0.01214877041903409,0.0
n1488,0.0034096457741477275,0.0
n1489,0.0014454234730113637,0.0
n1490,0.012734153053977272,0.0
n1491,0.012714732776988636,0.0
n1492,0.004452792080965909,0.0
n1493,0.0005964799360795455,0.0
n1494,0.0004216974431818182,0.0
n1495,0.00037453391335227275,0.0
n1496,0.0007379705255681819,0.0
n1497,0.0034096457741477275,0.0
n1498,0.0006464177911931819,0.0
n1499,0.01202392578125,0.0
n1500,0.001126376065340909,0.0
n1501,0.003931218927556818,0.0
n1502,0.013519287109375,0.0
n1503,0.00299072265625,0.0
n1504,0.011871337890625,0.0
n1505,0.0008766867897727273,0.0
n1506,0.00042724609375,0.0
n1507,0.0003606622869318182,0.0
n1508,0.0003911798650568182,0.0
n1509,0.011457963423295454,0.0
n1510,0.0025551535866477275,0.0
n1511,0.0004161487926136364,0.0
n1512,0.0034984241832386365,0.0
n1513,0.00115966796875,0.0
n1514,0.01202392578125,0.0
n1515,0.001126376065340909,0.0
n1516,0.003931218927556818,0.0
n1517,0.013388893821022728,0.0
n1518,0.0028076171875,0.0
n1519,0.01190462979403409,0.0
n1520,0.0009072043678977273,0.0
n1521,0.0023720481178977275,0.0
n1522,0.00115966796875,0.0
n1523,0.0037425648082386365,0.0
n1524,0.0011125044389204545,0.0
n1525,0.01202392578125,0.0
n1526,0.013311212713068182,0.0
n1527,0.002752130681818182,0.0
n1528,0.011993408203125,0.0
n1529,0.0009432705965909091,0.0
n1530,0.003423517400568182,0.0
n1531,0.002477472478693182,0.0
n1532,0.001126376065340909,0.0
n1533,0.0037425648082386365,0.0
n1534,0.0009904341264204545,0.0
n1535,0.01202392578125,0.0
n1536,0.013438831676136364,0.0
n1537,0.011591131036931818,0.0
n1538,0.002499667080965909,0.0
n1539,0.0009432705965909091,0.0
n1540,0.0025634765625,0.0
n1541,0.00037453391335227275,0.0
n1542,0.00037453391335227275,0.0
n1543,0.0011152787642045455,0.0
n1544,0.003542813387784091,0.0
n1545,0.006011962890625,0.0
n1546,0.012315229936079546,0.0
n1547,0.0007074529474431819,0.0
n1548,0.0034679066051136365,0.0
n1549,0.001126376065340909,0.0
n1550,0.00040505149147727275,0.0
n1551,0.0006464177911931819,0.0
n1552,0.00037453391335227275,0.0
n1553,0.0008322975852272727,0.0
n1554,0.012304132634943182,0.0
n1555,0.003573330965909091,0.0
n1556,0.0034096457741477275,0.0
n1557,0.0008295232599431819,0.0
n1558,0.0008600408380681819,0.0
n1559,0.0007795854048295455,0.0
n1560,0.01202392578125,0.0
n1561,0.001156893643465909,0.0
n1562,0.0009266246448863636,0.0
n1563,0.0005881569602272727,0.0
n1564,0.000396728515625,0.0
n1565,0.00038008256392045456,0.0
n1566,0.0034096457741477275,0.0
n1567,0.0007601651278409091,0.0
n1568,0.00037453391335227275,0.0
n1569,0.011219371448863636,0.0
n1570,0.0038063742897727275,0.0
n1571,0.0006769353693181819,0.0
n1572,0.003423517400568182,0.0
n1573,0.00128173828125,0.0
n1574,0.00347900390625,0.0
n1575,0.005751176313920455,0.0
n1576,0.005778919566761364,0.0
n1577,0.005726207386363636,0.0
n1578,0.011241566051136364,0.0
n1579,0.00045498934659090907,0.0
n1580,0.011485706676136364,0.0
n1581,0.0007379705255681819,0.0
n1583,0.01141357421875,0.0
n1585,0.00036898526278409093,0.0
n1586,0.00036343661221590907,0.0
n1587,0.0004078258167613636,0.0
n1588,0.00040505149147727275,0.0
n1590,0.0,0.0
n1591,0.0,0.0
n1592,0.011363636363636364,0.0
n1593,0.0,0.0
n1594,0.0,0.0
n1595,0.0,0.0
n1596,0.0,0.0
n1597,0.0,0.0
n1598,0.0,0.0
n1599,0.0,0.0
n1600,0.0,0.0
n1601,0.0,0.0
n1602,0.0,0.0
n1603,0.0,0.0
n1604,0.0,0.0
n1605,0.0,0.0
n1606,0.0,0.0
n1607,0.0,0.0
n1608,0.0,0.0
n1609,0.0,0.0
n1610,0.0,0.0
n1611,0.0,0.0
n1612,0.0,0.0
n1613,0.0,0.0
n1614,0.0,0.0
n1615,0.0,0.0
n1616,0.0,0.0
n1617,0.0,0.0
n1618,0.0,0.0
n1619,0.0,0.0
n1620,0.0,0.0
n1621,0.0,0.0
n1622,0.0,0.0
n1623,0.0,0.0
n1624,0.0,0.0
n1625,0.0,0.0
n1626,0.0,0.0
n1627,0.0,0.0
n1628,0.0,0.0
n1629,0.0,0.0
n1630,0.0,0.0
n1631,0.0,0.0
n1632,0.0,0.0
n1633,0.0,0.0
n1634,0.0,0.0
n1635,0.0,0.0
n1636,0.0,0.0
n1637,0.0,0.0
n1638,0.0,0.0
n1639,0.0,0.0
n1640,0.0,0.0
n1641,0.0,0.0
n1642,0.0,0.0
n1643,0.0,0.0
n1644,0.0,0.0
n1645,0.0,0.0
n1646,0.0,0.0
n1647,0.0,0.0
n1648,0.0,0.0
n1649,0.0,0.0
n1650,0.0,0.0
n1651,0.0,0.0
n1652,0.0,0.0
n1653,0.0,0.0
n1654,0.0,0.0
n1655,0.0,0.0
n1656,0.0,0.0
n1657,0.0,0.0
n1658,0.0,0.0
n1659,0.0,0.0
n1660,0.0,0.0
n1661,0.0,0.0
n1662,0.0,0.0
n1663,0.0,0.0
n1664,0.0,0.0
n1665,0.0,0.0
n1666,0.0,0.0
n1667,0.0,0.0
n1668,0.0,0.0
n1669,0.0,0.0
n1670,0.0,0.0
n1671,0.0,0.0
n1672,0.0,0.0
n1673,0.0,0.0
n1674,0.0,0.0
n1675,0.0,0.0
n1676,0.0,0.0
n1677,0.0,0.0
n1678,0.0,0.0
n1679,0.0,0.0
n1680,0.0,0.0
n1681,0.0,0.0
n1682,0.0,0.0
n1683,0.0,0.0
n1684,0.0,0.0
n1685,0.0,0.0
n1686,0.0,0.0
n1687,0.0,0.0
n1688,0.0,0.0
n1689,0.0,0.0
n1690,0.0,0.0
n1691,0.0,0.0
n1692,0.0,0.0
n1693,0.0,0.0
n1694,0.0,0.0
n1695,0.0,0.0
n1696,0.0,0.0
n1697,0.0,0.0
n1698,0.0,0.0
n1699,0.0,0.0
n1700,0.0,0.0
n1701,0.0,0.0
n1702,0.0,0.0
n1703,0.0,0.0
n1704,0.0,0.0
n1705,0.0,0.0
n1706,0.0,0.0
n1707,0.0,0.0
n1708,0.0,0.0
n1709,0.0,0.0
n1710,0.0,0.0
n1711,0.0,0.0
n1712,0.0,0.0
n1713,0.0,0.0
n1714,0.0,0.0
n1715,0.0,0.0
n1716,0.0,0.0
n1717,0.0,0.0
n1718,0.0,0.0
n1719,0.0,0.0
n1720,0.0,0.0
n1721,0.0,0.0
n1722,0.0,0.0
n1723,0.011363636363636364,0.0
n1724,0.011363636363636364,0.0
n1725,0.011363636363636364,0.0
n1727,0.011363636363636364,0.0
n1729,0.011363636363636364,0.0
n1731,0.011363636363636364,0.0
n1733,0.011363636363636364,0.0
n1735,0.011363636363636364,0.0
n1737,0.011363636363636364,0.0
n1739,0.011363636363636364,0.0
n1741,0.011363636363636364,0.0
n1743,0.011363636363636364,0.0
n1745,0.011363636363636364,0.0
n1747,0.011363636363636364,0.0
n1749,0.011363636363636364,0.0
n1751,0.011363636363636364,0.0
n1753,0.011363636363636364,0.0
n1755,0.011363636363636364,0.0
n1757,0.011363636363636364,0.0
n1759,0.011363636363636364,0.0
n1761,0.011363636363636364,0.0
n1763,0.011363636363636364,0.0
n1765,0.011363636363636364,0.0
